data,method,target_coverage,ATT,ci_l_ATT,ci_u_ATT,pv_rob_ATT,acc_hum,acc_ML,acc_system,N,N_h_l,N_h_r,c,p,q,coef_rob,se_rob,pv_rob,ci_rob_l,ci_rob_u
cifar10h,ASM,0.8,0.17788461538461542,0.13237957923444277,0.22338965153478801,1.8344062699417437e-14,0.9369250985545335,0.9911218724778047,0.9665,"[1239, 761]",1239.0,99.0,-0.965667461976409,1.0,2.0,-0.13077041873765083,0.06390606259504965,0.040727720956451996,-0.25602399981771046,-0.0055168376575912
cifar10h,ASM,0.9,0.30645161290322576,0.22750217737888012,0.38540104842757117,2.7872957144598128e-14,0.9365325077399381,0.9881831610044313,0.958,"[1354, 646]",50.0,32.0,-0.8005354423075914,1.0,2.0,-0.23817170867068094,0.3167590340949099,0.4521100761613509,-0.8590080072743994,0.38266458993303754
galaxyzoo,RS,0.1,-0.09792949076664792,-0.12333297310145963,-0.0725260084318364,4.169681751048991e-14,0.7280560043080236,1.0,0.7535,"[143, 1857]",143.0,889.0,-0.9999999998532505,1.0,2.0,-0.13148849011683217,0.024719821017647102,1.0425190397148074e-07,-0.17993844901569675,-0.08303853121796759
galaxyzoo,RS,0.2,-0.09171410499683741,-0.1196098590624772,-0.06381835093119767,1.1647228727166325e-10,0.7161520190023754,0.990506329113924,0.7685,"[316, 1684]",316.0,1040.0,-0.9999999950437867,1.0,2.0,-0.16908873350527154,0.04142616459181225,4.4709537054447865e-05,-0.250282524122852,-0.08789494288769109
galaxyzoo,RS,0.3,-0.07805596465390285,-0.10915872960186933,-0.046953199705936324,8.709641632479014e-07,0.7058823529411765,0.9876796714579056,0.788,"[487, 1513]",487.0,846.0,-0.9999999614200049,1.0,2.0,-0.18005129220853555,0.021971467142620094,2.51056405220276e-16,-0.22311457649557612,-0.136988007921495
galaxyzoo,RS,0.4,-0.07248764415156506,-0.10621185046439041,-0.038763437838739805,2.5222983139753137e-05,0.6958762886597938,0.9828660436137072,0.797,"[642, 1358]",642.0,691.0,-0.9999995323081698,1.0,2.0,-0.2267228147878395,0.022500778284046844,7.038111815763415e-24,-0.2708235298486923,-0.18262209972698673
galaxyzoo,RS,0.5,-0.03876739562624254,-0.07635584981285218,-0.001178941439632937,0.043234528157538345,0.6867565424266455,0.9783491204330176,0.8215,"[739, 1261]",739.0,596.0,-0.999998480956279,1.0,2.0,-0.07966336993624712,0.06369516600009416,0.21104494854293876,-0.20450360128573186,0.04517686141323761
galaxyzoo,RS,0.6,-0.006451612903225823,-0.05052793269327194,0.03762470688682032,0.7741987444237424,0.6856368563685636,0.9641657334826428,0.8385,"[893, 1107]",893.0,455.0,-0.9999933515160819,1.0,2.0,0.06962809055618879,0.08288158303049685,0.4008572401706848,-0.09281682716525114,0.23207300827762872
galaxyzoo,RS,0.7,0.014414414414414378,-0.04015151633984515,0.068980345168674,0.6046298629532598,0.6806451612903226,0.9523364485981308,0.845,"[1070, 930]",1070.0,261.0,-0.999962558547395,1.0,2.0,-0.06106148585147397,0.08712133747725945,0.4833787461387452,-0.23181616959186213,0.10969319788891418
galaxyzoo,RS,0.8,0.0603674540682414,-0.006407940618291474,0.12714284875477444,0.07641435600937618,0.6774193548387096,0.9404081632653061,0.8525,"[1225, 775]",1225.0,119.0,-0.9998072607622817,1.0,2.0,-0.08039937105670658,0.11053806861155367,0.46701430805406297,-0.2970500044559692,0.13625126234255602
galaxyzoo,RS,0.9,0.08938547486033521,-0.009450333545377845,0.18822128326604826,0.07630179427452298,0.6650406504065041,0.9249097472924188,0.849,"[1385, 615]",52.0,46.0,-0.9991626197443111,1.0,2.0,0.05342638427894819,0.1798080207786159,0.7663671464694432,-0.29899086057856866,0.40584362913646505
galaxyzoo,CC,0.1,-0.09280089988751405,-0.11750547878574744,-0.06809632098928067,1.8055441111247661e-13,0.7444141689373297,0.8484848484848485,0.76,"[165, 1835]",60.0,1197.0,-0.006766825914382925,1.0,2.0,0.0373129705598918,0.044952579193859435,0.4065094809711959,-0.05079246567225727,0.12541840679204086
galaxyzoo,CC,0.2,-0.08233815210559403,-0.10860942298075729,-0.05606688123043066,8.106671502862755e-10,0.7438951756998213,0.9065420560747663,0.777,"[321, 1679]",214.0,1190.0,-0.0008609443902969,1.0,2.0,-0.12443364955599523,0.02251835147731571,3.2784301397272916e-08,-0.16856880744274833,-0.08029849166924212
galaxyzoo,CC,0.3,-0.06705118961788026,-0.09598926573257187,-0.038113113503188814,5.589528728263403e-06,0.7382333978078659,0.9198218262806236,0.796,"[449, 1551]",351.0,1101.0,-0.000191017985343925,1.0,2.0,-0.11758658822124646,0.018896015882356797,4.882838661023354e-10,-0.15462209880196265,-0.08055107764053028
galaxyzoo,CC,0.4,-0.05965202982601492,-0.0918167939333645,-0.027487265718665325,0.00027808415525049985,0.7346791636625811,0.9347471451876019,0.8065,"[613, 1387]",521.0,959.0,-3.0040740966796875e-05,1.0,2.0,-0.13368731638562226,0.016933109758058954,2.902582165550592e-15,-0.16687560165768156,-0.10049903111356295
galaxyzoo,CC,0.5,-0.044652128764278265,-0.08282686439403392,-0.0064773931345226896,0.02187532373984119,0.7197400487408611,0.9401820546163849,0.821,"[769, 1231]",674.0,797.0,-1.5497207641601562e-06,1.0,2.0,-0.11347706126880064,0.017164611391365537,3.814598239330163e-11,-0.14711908140450303,-0.07983504113309824
galaxyzoo,CC,0.6,-0.01308900523560208,-0.05801434421640463,0.031836333745200444,0.5679753459141785,0.7123169681309216,0.9439809296781884,0.8375,"[839, 1161]",738.0,704.0,0.0,1.0,2.0,-0.06087739288859906,0.015162052852935566,5.941669923178274e-05,-0.09059447041204555,-0.031160315365152572
galaxyzoo,CC,0.7,0.008802816901408383,-0.04507733779145726,0.06268297159427416,0.7488057701033966,0.6798642533936652,0.9453405017921147,0.845,"[1116, 884]",1013.0,420.0,9.407103061676025e-05,1.0,2.0,-0.05915744438157422,0.02315344602925274,0.01061826624096047,-0.1045373647169015,-0.01377752404624693
galaxyzoo,CC,0.8,0.0680628272251308,0.0009444214465330891,0.13518123300372864,0.04686230111759135,0.6692810457516339,0.9408906882591093,0.8555,"[1235, 765]",1141.0,339.0,0.00085738301277155,1.0,2.0,-0.1149722727162098,0.03051968184911115,0.00016512064415262552,-0.17478974996008845,-0.055154795472331146
galaxyzoo,CC,0.9,0.09589041095890416,0.006440657898093033,0.18534016401971518,0.03563329195410853,0.6564019448946515,0.93058568329718,0.853,"[1383, 617]",1312.0,262.0,0.004250392317771875,1.0,2.0,-0.17768340355855228,0.04808327784786585,0.00021960453124970886,-0.27192489639900197,-0.08344191071810261
galaxyzoo,DT,0.1,-0.08914728682170547,-0.11378076450192437,-0.06451380914148644,1.312272040569685e-12,0.7489154013015185,0.8076923076923077,0.7555,"[156, 1844]",44.0,23.0,0.2068658925,1.0,2.0,-0.1317031479469113,0.334857078726334,0.6940894077968013,-0.7880109622188195,0.5246046663249969
galaxyzoo,DT,0.2,-0.09357454772301932,-0.1195843717278526,-0.06756472371818609,1.772699625824288e-12,0.7498532002348797,0.7777777777777778,0.761,"[297, 1703]",19.0,23.0,0.73185129,1.0,2.0,0.02963141518178225,0.1251262086557425,0.8128024714243928,-0.21561144730551704,0.27487427766908157
galaxyzoo,DT,0.3,-0.08398023994354264,-0.11128027368451618,-0.056680206202569285,1.6474033222136704e-09,0.7492022973835354,0.812933025404157,0.7765,"[433, 1567]",11.0,26.0,0.95273238,1.0,2.0,-0.06731207233114844,0.11313800947745319,0.5518732683057778,-0.28905849618950796,0.1544343515272111
galaxyzoo,DT,0.4,-0.08168316831683176,-0.1104041642241055,-0.0529621724095579,2.4869515419967374e-08,0.757939308398024,0.8216123499142367,0.7865,"[583, 1417]",16.0,17.0,0.99079995,1.0,2.0,-0.6046865589306054,0.5559769908217066,0.2767669774732131,-1.6943814371741066,0.4850083193128958
galaxyzoo,DT,0.5,-0.09027081243731194,-0.12125254247622065,-0.059289082398403206,1.1250868242917097e-08,0.7681159420289855,0.8139841688654353,0.791,"[758, 1242]",143.0,1242.0,0.9981565475,1.0,2.0,-0.09683098528114398,0.15549304615135448,0.533458580716744,-0.4015917555842232,0.20792978502193527
galaxyzoo,DT,0.6,-0.09974093264248707,-0.13545005770610946,-0.06403180757886465,4.3881590182572675e-08,0.7713498622589532,0.8111964873765093,0.7975,"[911, 1089]",274.0,1089.0,0.9995292825000001,1.0,2.0,-0.08468166469403782,0.10828561076274297,0.4342019983732096,-0.2969175618329369,0.12755423244486125
