data,method,target_coverage,ATT,ci_l_ATT,ci_u_ATT,pv_rob_ATT,acc_hum,acc_ML,acc_system,N,N_h_l,N_h_r,c,p,q,coef_rob,se_rob,pv_rob,ci_rob_l,ci_rob_u
cifar10h,OVA,0.1,0.023770038695411833,0.009226863334031945,0.03831321405679172,0.0013578887253644354,0.9541182974018795,1.0,0.9585,"[191, 1809]",191.0,615.0,-0.926008392125368,1.0,2.0,-0.004891638959431788,0.00839670722257362,0.5601852731372539,-0.02134888270440343,0.011565604785539856
cifar10h,OVA,0.2,0.027177269919703484,0.010979380423386774,0.04337515941602028,0.0010072917688712614,0.9493514515132798,1.0,0.959,"[381, 1619]",381.0,575.0,-0.839365328848362,1.0,2.0,-0.027389635187227812,0.012544331046030874,0.02900435545390005,-0.051976072247595984,-0.002803198126859637
cifar10h,OVA,0.3,0.03502501786990708,0.016569770584147134,0.053480265155667034,0.0001994685266157367,0.9449606862044317,1.0,0.9615,"[601, 1399]",601.0,416.0,-0.7145953625440598,1.0,2.0,-0.039270003239491036,0.0229431636313926,0.0869665151398764,-0.08423777764842974,0.0056977711694476615
cifar10h,OVA,0.4,0.04503753127606347,0.023859441671401086,0.06621562088072569,3.0717819810455725e-05,0.9399499582985822,1.0,0.964,"[801, 1199]",612.0,340.0,-0.5567300826311111,1.0,2.0,-0.009169038540991492,0.014221263949272148,0.5190947410704883,-0.03704220369620276,0.018704126614219774
cifar10h,OVA,0.5,0.05572139303482582,0.03065465378494387,0.08078813228470785,1.3195001574360039e-05,0.9303482587064676,1.0,0.965,"[995, 1005]",469.0,369.0,-0.33989961445331573,1.0,2.0,-0.019548665677862065,0.02171921524874359,0.36808663563515787,-0.06211754533787265,0.02302021398214852
cifar10h,OVA,0.6,0.0789808917197452,0.04804774221238253,0.10991404122710793,5.605651374009511e-07,0.9210191082802548,0.9983539094650206,0.968,"[1215, 785]",335.0,271.0,-0.0974623322486877,1.0,2.0,-0.00798018466459638,0.03790976473373518,0.8332737629366145,-0.082281958205104,0.06632158887591125
cifar10h,OVA,0.7,0.1155866900175132,0.07632543323958532,0.154847946795441,7.917217087358834e-09,0.9124343257443083,0.9930020993701889,0.97,"[1429, 571]",153.0,121.0,0.17161847651004788,1.0,2.0,0.08031086078013239,0.06188386726976717,0.19436730146526449,-0.04097929029266831,0.20160101185293308
cifar10h,OVA,0.8,0.1670886075949367,0.11515964665832526,0.21901756853154827,2.854990142823869e-10,0.9012658227848102,0.9869158878504672,0.97,"[1605, 395]",97.0,112.0,0.4633018255233767,1.0,2.0,-0.02677072630929933,0.0699954994047055,0.7021175697201139,-0.1639593842224169,0.11041793160381824
cifar10h,OVA,0.9,0.25380710659898476,0.17679576650364617,0.33081844669432336,1.0506718466190016e-10,0.8934010152284264,0.9694952856350527,0.962,"[1803, 197]",134.0,158.0,0.7214988753199578,1.0,2.0,0.14323328186372608,0.11548599446916774,0.21487724962990062,-0.08311510801463456,0.3695816717420867
cifar10h,OVA,1.0,0.0,0.0,0.0,0.0,0.0,0.937,0.937,,,,,,,,,,,
cifar10h,OVA,0.0,0.0205,0.007266911722550919,0.033733088277449086,0.0023952280590660395,0.9575,0.0,0.9575,,,,,,,,,,,
cifar10h,ASM,0.1,0.03267605633802817,0.017603974288919987,0.047748138387136325,2.1456056777092585e-05,0.9532394366197183,1.0,0.9585,"[225, 1775]",225.0,509.0,-0.9999999999999907,1.0,2.0,-0.8428878058704665,0.5054050346322029,0.09536593133849872,-1.8334634713548028,0.14768785961386988
cifar10h,ASM,0.2,0.0390524967989756,0.022085040532298403,0.056019953065652967,6.449955967266395e-06,0.9487836107554417,1.0,0.96,"[438, 1562]",438.0,692.0,-0.9999999484102225,1.0,2.0,-0.022057024221644128,0.017691636494303,0.2124896679121644,-0.056731994578052475,0.012617946134764219
